W/T,imageID,C,style,sex,surveyID,train/vali,R_id,Q5
W,04994,60,popart,W,121417,vali,63383,1
W,03144,50,classic,W,149108,vali,64407,1
W,24109,60,mods,M,147437,vali,64321,2
W,04237,60,mods,M,213706,vali,67085,2
W,32445,60,mods,M,146754,vali,64296,1
W,07099,50,ivy,M,122624,vali,63413,1
W,17481,10,sportivecasual,M,031935,vali,22324,1
W,15341,60,mods,M,093973,vali,60431,2
W,12476,90,hiphop,M,087656,vali,59704,1
W,00851,10,sportivecasual,M,060362,vali,35514,2
W,01020,50,feminine,W,129437,vali,63569,1
W,06557,60,mods,M,018964,vali,15251,2
W,15699,70,hippie,M,032608,vali,22448,1
W,04245,70,hippie,M,148785,vali,64397,1
W,30403,60,mods,M,118723,vali,63238,2
W,18026,60,space,W,121410,vali,63383,1
W,10455,60,space,W,086415,vali,59502,1
T,15497,10,sportivecasual,M,216060,vali,67211,1
W,15140,80,bold,M,122202,vali,63405,1
W,30027,50,ivy,M,144165,vali,64203,1
W,09620,70,hippie,W,123064,vali,63425,1
W,01234,10,sportivecasual,W,003718,vali,1967,2
W,12773,50,ivy,M,088494,vali,59812,1
W,14417,10,sportivecasual,W,124499,vali,63457,1
W,44330,10,sportivecasual,W,109935,vali,62414,2
W,00161,60,space,W,041418,vali,25979,2
W,05876,70,hippie,M,022416,vali,18443,2
W,24590,60,mods,M,197563,vali,66503,1
W,17874,80,bold,M,115699,vali,62987,1
W,27765,60,mods,M,215358,vali,67164,1
W,24883,00,metrosexual,M,153006,vali,64567,1
W,00931,10,sportivecasual,M,031927,vali,22324,2
W,05271,50,feminine,W,131002,vali,63608,1
W,01998,90,lingerie,W,106751,vali,62113,1
W,16247,70,hippie,M,234239,vali,68038,1
W,17867,50,ivy,M,013337,vali,8915,1
W,04678,50,ivy,M,001042,vali,368,2
W,37404,60,space,W,039232,vali,24820,2
W,15362,60,mods,M,027136,vali,19768,1
W,11632,70,punk,W,126687,vali,63506,1
T,21986,70,hippie,M,233675,vali,67975,1
W,15722,70,hippie,M,138336,vali,63934,1
W,09777,90,hiphop,M,139017,vali,63957,1
W,27791,00,metrosexual,M,092032,vali,60071,2
T,00804,50,classic,W,210542,vali,66953,2
W,05562,10,sportivecasual,W,099281,vali,61192,1
W,23904,50,ivy,M,151976,vali,64531,2
W,16693,70,hippie,M,199128,vali,66550,1
W,15370,50,ivy,M,145836,vali,64266,2
W,14218,19,genderless,W,035442,vali,23275,1
W,10749,00,ecology,W,084292,vali,59146,1
W,16341,60,mods,M,114404,vali,62868,1
W,24770,60,mods,M,168517,vali,64989,2
W,10186,80,powersuit,W,036298,vali,23466,1
W,05667,10,athleisure,W,129779,vali,63577,1
W,06867,60,mods,M,125552,vali,63481,1
W,06786,70,hippie,M,057000,vali,31880,1
W,08246,80,bodyconscious,W,087097,vali,59642,1
W,32445,60,mods,M,159386,vali,64762,2
W,08467,80,bodyconscious,W,099931,vali,61269,1
W,15503,70,hippie,M,120841,vali,63369,1
W,04268,70,hippie,M,080055,vali,58269,1
W,22056,70,hippie,W,200544,vali,66592,1
W,29942,50,ivy,M,044052,vali,27584,1
W,01178,00,oriental,W,115410,vali,62952,2
W,12393,50,ivy,M,120823,vali,63369,1
W,12880,19,normcore,M,168531,vali,64989,1
W,14914,50,feminine,W,206980,vali,66823,1
W,17742,80,bold,M,233676,vali,67975,1
T,15499,10,sportivecasual,M,209755,vali,66902,1
W,17062,19,normcore,M,101901,vali,61493,1
W,16034,80,bold,M,044930,vali,28096,1
W,04801,19,lounge,W,126442,vali,63501,2
W,03587,10,sportivecasual,W,009441,vali,4831,2
W,05787,10,sportivecasual,W,061525,vali,37614,2
W,08862,10,sportivecasual,W,132334,vali,63643,1
W,18026,60,space,W,134597,vali,63736,1
W,11610,90,grunge,W,137443,vali,63903,1
W,12315,80,bold,M,116948,vali,63095,2
W,19335,50,feminine,W,078046,vali,57249,2
W,15375,80,bold,M,084092,vali,59083,1
W,12744,50,ivy,M,118755,vali,63241,1
W,04349,00,metrosexual,M,096785,vali,60874,1
W,30593,50,ivy,M,052790,vali,29759,1
W,16578,90,hiphop,M,065462,vali,46157,1
W,15722,70,hippie,M,055879,vali,30902,1
W,04670,10,sportivecasual,M,016736,vali,12826,2
W,12668,10,sportivecasual,M,076004,vali,54678,2
W,09156,50,ivy,M,082899,vali,58800,1
W,14570,60,minimal,W,036685,vali,23671,1
W,14512,60,minimal,W,130042,vali,63583,2
W,08246,80,bodyconscious,W,005371,vali,2081,1
W,05791,10,sportivecasual,W,080944,vali,58358,1
W,16347,70,hippie,M,136398,vali,63819,1
W,10510,60,space,W,012468,vali,7658,1
W,26393,50,ivy,M,086739,vali,59548,1
W,13535,80,powersuit,W,084741,vali,59224,1
W,03685,10,athleisure,W,135515,vali,63760,2
W,37404,60,space,W,197771,vali,66513,1
W,44789,80,powersuit,W,099822,vali,61250,2
W,05502,00,ecology,W,117949,vali,63156,1
W,15497,70,hippie,M,018012,vali,14276,1
W,15404,50,ivy,M,135855,vali,63769,1
W,02651,50,feminine,W,116540,vali,63057,1
W,15340,50,ivy,M,139545,vali,63986,1
W,33240,80,bodyconscious,W,152863,vali,64561,1
W,10186,80,powersuit,W,135204,vali,63752,2
W,06557,60,mods,M,041528,vali,26021,2
W,12599,60,mods,M,205176,vali,66765,2
W,24535,70,hippie,M,235695,vali,68396,1
W,08951,19,normcore,W,098383,vali,61104,2
W,19602,19,lounge,W,116483,vali,63053,1
W,11610,90,grunge,W,158676,vali,64747,1
W,51577,50,ivy,M,196773,vali,66469,2
W,32034,80,bold,M,012661,vali,7905,2
W,14785,00,cityglam,W,020291,vali,16555,2
W,04629,90,hiphop,M,146274,vali,64284,2
W,25909,10,sportivecasual,M,091940,vali,60063,1
W,12524,00,metrosexual,M,234002,vali,68011,1
W,06438,00,ecology,W,125472,vali,63479,2
W,09881,10,sportivecasual,M,148781,vali,64397,2
W,61255,00,cityglam,W,174430,vali,65145,1
W,14102,50,feminine,W,052374,vali,29692,1
W,19267,70,disco,W,125244,vali,63474,2
W,08492,70,punk,W,008275,vali,3816,2
W,24838,70,hippie,M,119290,vali,63285,1
W,04845,19,lounge,W,130074,vali,63583,2
W,37404,60,space,W,160310,vali,64785,1
W,11163,60,mods,M,210268,vali,66935,1
W,19820,50,feminine,W,198634,vali,66535,2
W,06190,60,mods,M,136122,vali,63787,2
W,18737,50,feminine,W,230365,vali,67788,2
W,25020,90,hiphop,M,106867,vali,62130,2
W,10066,50,ivy,M,062973,vali,41688,2
W,05892,10,sportivecasual,M,138084,vali,63927,2
W,14852,50,feminine,W,149092,vali,64407,2
T,06148,80,bold,M,065343,vali,45614,2
W,04245,70,hippie,M,212309,vali,67028,1
W,17353,50,ivy,M,109247,vali,62349,1
W,15295,60,mods,M,104360,vali,61818,2
W,15762,70,hippie,M,154653,vali,64631,2
W,06551,60,mods,M,001018,vali,368,1
W,06917,19,normcore,M,054285,vali,30200,2
W,02140,10,sportivecasual,W,004046,vali,1990,1
W,09021,60,minimal,W,127206,vali,63517,2
W,03771,00,oriental,W,035937,vali,23401,1
W,34080,70,hippie,M,009370,vali,4817,1
W,06015,80,powersuit,W,123796,vali,63442,2
W,01056,00,cityglam,W,133693,vali,63715,2
W,13781,60,minimal,W,130764,vali,63601,2
W,24152,60,mods,M,125989,vali,63491,1
W,32314,19,normcore,M,172418,vali,65081,2
W,19945,70,hippie,W,119673,vali,63316,1
W,27854,50,ivy,M,186050,vali,65723,1
W,03623,70,punk,W,134645,vali,63738,2
W,11509,80,bodyconscious,W,124930,vali,63466,1
W,41158,10,sportivecasual,W,115436,vali,62952,1
W,12298,70,hippie,M,173004,vali,65097,1
W,32257,90,hiphop,M,076568,vali,55271,1
W,02845,60,mods,M,126636,vali,63505,2
W,12656,00,metrosexual,M,203219,vali,66710,1
W,12027,90,kitsch,W,048277,vali,28771,1
W,15192,00,metrosexual,M,044156,vali,27727,1
W,12462,90,hiphop,M,230873,vali,67805,1
W,00946,50,ivy,M,014445,vali,10280,2
W,17787,50,ivy,M,091647,vali,60036,1
W,31823,19,normcore,M,055665,vali,30790,1
W,13398,80,powersuit,W,125179,vali,63473,1
T,13010,00,oriental,W,205747,vali,66784,1
W,04854,50,feminine,W,097770,vali,61009,2
W,26397,70,hippie,M,156826,vali,64698,1
W,11912,50,feminine,W,032256,vali,22401,2
W,14488,60,minimal,W,033392,vali,22677,2
W,09156,50,ivy,M,091556,vali,60029,2
W,17619,00,metrosexual,M,235581,vali,68366,1
W,51514,50,ivy,M,202727,vali,66690,1
W,00073,50,ivy,M,047106,vali,28571,2
W,00974,10,sportivecasual,W,132432,vali,63653,1
W,13957,80,powersuit,W,126944,vali,63512,1
W,15699,70,hippie,M,140362,vali,64025,1
W,00974,10,sportivecasual,W,127177,vali,63516,1
W,27819,70,hippie,M,092590,vali,60184,1
W,15520,70,hippie,M,126670,vali,63505,2
W,06864,10,sportivecasual,M,093392,vali,60270,2
W,12128,80,bold,M,230574,vali,67794,1
W,05271,50,feminine,W,047904,vali,28725,1
W,16375,80,bold,M,049391,vali,28912,2
W,17447,80,bold,M,023336,vali,18664,1
W,34080,70,hippie,M,150745,vali,64496,2
W,07187,70,hippie,M,122730,vali,63415,2
W,17655,80,bold,M,137658,vali,63913,1
W,17857,00,metrosexual,M,098965,vali,61163,1
W,19545,00,oriental,W,094385,vali,60492,2
W,23964,60,mods,M,009369,vali,4817,1
W,30593,50,ivy,M,118330,vali,63195,1
W,11024,70,hippie,M,144817,vali,64223,1
W,12904,50,ivy,M,046123,vali,28481,1
W,10104,60,mods,M,001860,vali,837,2
W,28022,50,ivy,M,149033,vali,64405,1
W,18622,60,minimal,W,135378,vali,63756,2
W,12214,70,hippie,M,198662,vali,66539,2
W,12460,60,mods,M,094015,vali,60434,2
W,08467,80,bodyconscious,W,016764,vali,12832,1
W,05562,10,sportivecasual,W,051465,vali,29412,2
W,27700,70,hippie,M,152770,vali,64557,1
W,34093,60,minimal,W,099804,vali,61250,1
W,12725,70,hippie,M,090529,vali,59965,1
T,16960,19,normcore,M,193340,vali,66280,2
W,18373,50,classic,W,140277,vali,64020,1
W,58793,00,metrosexual,M,181082,vali,65478,1
W,24102,60,mods,M,153152,vali,64571,2
W,61790,10,sportivecasual,W,035291,vali,23248,1
W,17738,80,bold,M,117413,vali,63115,1
W,16630,50,ivy,M,142956,vali,64148,1
W,15440,70,hippie,M,120601,vali,63365,1
W,03412,50,classic,W,134774,vali,63742,1
W,15340,50,ivy,M,118855,vali,63251,2
W,14299,70,disco,W,092524,vali,60173,1
W,44520,70,punk,W,043695,vali,27382,1
W,14930,50,classic,W,106747,vali,62113,2
W,16295,70,hippie,M,013040,vali,8404,2
T,03587,10,sportivecasual,M,241784,vali,68574,1
W,00033,60,mods,M,076532,vali,55271,2
W,06148,50,ivy,M,088066,vali,59778,1
W,14538,60,space,W,011141,vali,6684,1
W,60553,00,cityglam,W,173198,vali,65105,1
W,15503,70,hippie,M,118924,vali,63255,1
W,03047,80,bold,M,134662,vali,63739,2
W,10028,50,classic,W,168934,vali,64998,2
W,19278,80,bodyconscious,W,121182,vali,63378,1
W,04622,60,mods,M,146204,vali,64281,2
W,26324,70,hippie,M,144825,vali,64223,1
W,30671,70,hippie,W,094149,vali,60437,1
W,41444,60,space,W,150994,vali,64503,2
W,27850,50,ivy,M,040389,vali,25491,2
W,18205,50,feminine,W,052465,vali,29708,2
W,11726,50,feminine,W,091448,vali,60020,1
W,32445,60,mods,M,153144,vali,64571,1
W,00033,60,mods,M,156442,vali,64687,2
W,02820,00,metrosexual,M,027729,vali,20115,1
W,15362,60,mods,M,113807,vali,62800,2
W,27899,70,hippie,M,012948,vali,8325,1
W,17004,10,sportivecasual,M,107122,vali,62155,2
W,17785,90,grunge,W,026043,vali,19317,1
W,14468,10,sportivecasual,W,135305,vali,63754,1
W,12312,80,bold,M,147639,vali,64336,2
W,12517,70,hippie,M,123105,vali,63426,1
W,00012,50,ivy,M,147670,vali,64337,1
W,00351,70,hippie,W,124895,vali,63465,1
W,04233,60,mods,M,108429,vali,62264,1
W,25940,10,sportivecasual,M,022278,vali,18392,2
W,11235,50,classic,W,183252,vali,65580,2
W,24102,60,mods,M,214819,vali,67136,2
T,02333,50,classic,W,226308,vali,67641,1
W,24838,70,hippie,M,179280,vali,65397,1
T,00456,10,sportivecasual,M,246612,vali,68729,2
W,04212,50,ivy,M,118420,vali,63207,1
W,24696,80,bold,M,092575,vali,60184,1
W,07279,80,bold,M,146898,vali,64302,2
W,13519,00,oriental,W,133585,vali,63712,1
T,05526,50,classic,W,205570,vali,66780,2
W,06715,00,metrosexual,M,101899,vali,61493,1
W,24486,70,hippie,M,070157,vali,51122,1
W,32233,00,metrosexual,M,218129,vali,67326,1
T,13010,00,oriental,W,229412,vali,67758,2
W,19545,00,oriental,W,117933,vali,63156,1
W,51514,50,ivy,M,165902,vali,64930,1
W,28909,19,normcore,M,179067,vali,65387,2
W,19545,00,oriental,W,066297,vali,48082,2
W,16630,50,ivy,M,145648,vali,64257,2
W,17559,10,sportivecasual,M,098841,vali,61157,1
W,17202,60,mods,M,160875,vali,64799,2
W,12803,70,hippie,M,114421,vali,62868,2
W,05760,60,minimal,W,132435,vali,63653,1
W,25940,10,sportivecasual,M,045527,vali,28371,1
T,06910,50,classic,W,055320,vali,30677,1
W,16630,50,ivy,M,121594,vali,63389,2
W,42967,80,bodyconscious,W,112587,vali,62663,1
W,24141,50,ivy,M,081755,vali,58574,2
W,05321,80,bodyconscious,W,127340,vali,63521,1
W,08733,90,grunge,W,128501,vali,63545,2
W,00073,50,ivy,M,104640,vali,61859,1
W,22943,10,athleisure,W,152866,vali,64561,1
W,17785,90,grunge,W,084940,vali,59251,1
W,06046,10,sportivecasual,W,091489,vali,60027,2
W,25715,10,sportivecasual,M,149909,vali,64460,2
W,09001,10,athleisure,W,095479,vali,60637,2
W,04268,70,hippie,M,133129,vali,63699,2
T,12746,90,lingerie,W,209449,vali,66890,2
W,28314,10,sportivecasual,M,174208,vali,65139,1
W,04684,90,hiphop,M,069246,vali,50315,1
W,06875,90,hiphop,M,102062,vali,61506,1
W,23904,50,ivy,M,150368,vali,64477,2
W,37014,60,minimal,W,115423,vali,62952,1
W,07916,80,powersuit,W,064659,vali,44258,2
W,03224,50,feminine,W,037134,vali,23804,1
W,24543,70,hippie,M,110105,vali,62424,1
W,02845,60,mods,M,142783,vali,64142,1
W,12412,19,normcore,M,094620,vali,60515,2
W,42967,80,bodyconscious,W,060981,vali,36097,1
W,10820,50,ivy,M,055902,vali,30902,1
W,30290,50,ivy,M,152593,vali,64553,1
W,02140,10,sportivecasual,W,032295,vali,22401,2
W,06576,50,ivy,M,088158,vali,59789,1
W,27899,70,hippie,M,148113,vali,64352,2
W,27750,60,mods,M,149629,vali,64449,1
W,12298,70,hippie,M,021025,vali,17367,1
W,16219,70,hippie,M,068533,vali,49897,2
W,06788,60,mods,M,060398,vali,35514,1
W,10598,60,minimal,W,123321,vali,63430,2
W,09285,00,metrosexual,M,084085,vali,59083,2
W,07333,70,hippie,M,144767,vali,64221,1
W,07099,50,ivy,M,156432,vali,64686,1
W,17481,10,sportivecasual,M,012689,vali,7905,1
W,06046,10,sportivecasual,W,122801,vali,63419,2
W,07058,19,normcore,M,108026,vali,62228,1
W,07026,10,sportivecasual,M,014594,vali,10596,2
W,24535,70,hippie,M,216312,vali,67220,2
W,23958,60,mods,M,145580,vali,64252,1
T,06190,10,sportivecasual,W,040101,vali,25354,1
W,30671,70,hippie,W,195217,vali,66400,1
W,17783,80,bold,M,128880,vali,63557,1
W,06525,60,mods,M,120799,vali,63369,2
W,48687,60,mods,M,097467,vali,60984,1
W,04854,50,feminine,W,196690,vali,66466,1
W,19820,50,feminine,W,115422,vali,62952,1
W,00539,10,sportivecasual,M,146367,vali,64285,2
W,30290,50,ivy,M,068880,vali,50038,2
W,13991,00,cityglam,W,098356,vali,61104,1
W,12599,60,mods,M,118429,vali,63207,1
W,03412,50,classic,W,205332,vali,66773,2
W,37404,60,space,W,025331,vali,19072,1
W,32136,50,ivy,M,144815,vali,64223,2
W,13519,00,oriental,W,029870,vali,20768,1
W,10504,00,oriental,W,063519,vali,42498,1
W,00117,19,normcore,M,093394,vali,60270,1
W,06015,80,powersuit,W,026988,vali,19667,2
W,16247,70,hippie,M,101904,vali,61493,1
W,02770,90,hiphop,M,108282,vali,62256,1
W,12309,80,bold,M,108439,vali,62264,1
W,04245,70,hippie,M,092574,vali,60184,1
W,02345,60,space,W,012485,vali,7658,1
W,06547,00,metrosexual,M,060469,vali,35543,2
W,23971,90,hiphop,M,014540,vali,10590,2
W,10104,60,mods,M,080337,vali,58292,1
W,52578,50,ivy,M,207481,vali,66837,2
W,08621,00,cityglam,W,132399,vali,63644,2
W,12524,00,metrosexual,M,137644,vali,63913,1
W,03569,10,sportivecasual,W,133347,vali,63706,2
W,00012,50,ivy,M,117297,vali,63109,2
W,25934,90,hiphop,M,118868,vali,63251,1
W,05580,10,sportivecasual,W,130255,vali,63587,2
W,24747,60,mods,M,065484,vali,46264,1
W,13329,50,feminine,W,129453,vali,63569,1
W,26179,60,mods,M,145274,vali,64239,2
W,24770,60,mods,M,045531,vali,28371,2
W,24758,50,ivy,M,033757,vali,22793,1
W,10125,70,hippie,M,018948,vali,15251,1
W,23848,50,ivy,M,153135,vali,64571,2
W,07811,80,powersuit,W,135504,vali,63759,2
W,16430,90,hiphop,M,147874,vali,64346,1
W,02736,60,mods,M,154890,vali,64636,2
W,08839,10,athleisure,W,083429,vali,58895,2
W,27700,70,hippie,M,116931,vali,63095,1
T,01514,50,ivy,M,196765,vali,66469,2
W,11200,00,oriental,W,071822,vali,52189,2
W,15381,80,bold,M,115890,vali,63016,2
W,10073,70,hippie,M,117855,vali,63155,1
W,02688,60,mods,M,034257,vali,23003,1
W,00028,50,ivy,M,133127,vali,63699,2
W,17135,00,metrosexual,M,206846,vali,66817,1
W,07871,00,cityglam,W,047530,vali,28622,2
W,13518,80,powersuit,W,047495,vali,28622,2
W,13354,50,feminine,W,137240,vali,63892,1
T,19559,19,normcore,M,192490,vali,66209,1
W,33002,60,mods,M,147521,vali,64327,1
W,03717,10,athleisure,W,130072,vali,63583,1
W,49765,50,ivy,M,154060,vali,64599,1
W,01925,10,sportivecasual,W,126291,vali,63498,2
W,16819,00,metrosexual,M,213523,vali,67080,2
W,17697,50,ivy,M,000157,vali,27,2
W,15340,50,ivy,M,083955,vali,59022,2
W,16347,70,hippie,M,086070,vali,59466,1
W,13186,80,powersuit,W,003680,vali,1967,1
W,16538,90,hiphop,M,037005,vali,23730,1
W,10079,60,mods,M,196284,vali,66442,1
W,14538,60,space,W,082456,vali,58731,1
W,06358,60,minimal,W,121244,vali,63380,1
W,18213,10,sportivecasual,W,080660,vali,58333,2
W,03003,19,normcore,M,123102,vali,63426,2
W,24947,90,hiphop,M,039407,vali,24912,1
W,02275,70,disco,W,043631,vali,27362,2
W,08886,10,athleisure,W,104091,vali,61755,2
W,00804,50,ivy,M,150201,vali,64472,2
W,04212,50,ivy,M,120856,vali,63371,1
W,52140,70,hippie,M,045532,vali,28371,1
W,10079,60,mods,M,193845,vali,66347,1
W,06609,19,normcore,M,116836,vali,63074,2
W,25761,90,hiphop,M,043551,vali,27294,1
W,31913,90,hiphop,M,161037,vali,64807,1
W,26525,60,minimal,W,095176,vali,60610,1
W,06453,10,athleisure,W,031528,vali,22228,2
W,19820,50,feminine,W,011049,vali,6627,1
T,15440,10,sportivecasual,M,064700,vali,44320,2
W,15523,70,hippie,M,060391,vali,35514,1
T,06590,10,sportivecasual,M,248942,vali,68813,1
W,17414,70,hippie,M,154720,vali,64633,1
T,12897,00,ecology,W,024793,vali,18949,1
W,00831,19,normcore,M,009383,vali,4817,2
W,46459,80,powersuit,W,155608,vali,64662,2
W,34808,10,sportivecasual,W,151324,vali,64514,1
W,38869,00,ecology,W,006969,vali,2689,1
W,09154,50,ivy,M,150126,vali,64471,2
W,63188,90,kitsch,W,171909,vali,65071,1
W,04233,60,mods,M,146212,vali,64281,1
W,31790,00,metrosexual,M,022244,vali,18330,1
W,24152,60,mods,M,001574,vali,677,2
W,14221,80,bodyconscious,W,092550,vali,60173,1
W,26227,90,hiphop,M,149905,vali,64460,1
W,24535,70,hippie,M,148130,vali,64354,1
W,18482,50,feminine,W,049834,vali,29045,2
W,30403,60,mods,M,154719,vali,64633,2
W,41448,10,sportivecasual,W,152857,vali,64561,2
W,09307,60,popart,W,076956,vali,55859,2
W,08621,00,cityglam,W,082558,vali,58748,1
W,12517,70,hippie,M,085963,vali,59448,1
W,10686,50,classic,W,219846,vali,67447,1
W,18057,50,classic,W,113463,vali,62768,2
W,13398,80,powersuit,W,072428,vali,52616,1
W,17532,70,hippie,M,091803,vali,60056,1
W,10749,00,ecology,W,029994,vali,20832,1
W,51577,50,ivy,M,217740,vali,67307,2
W,19352,50,feminine,W,068017,vali,49732,2
W,17304,70,hippie,M,153245,vali,64575,1
T,15225,80,bodyconscious,W,044642,vali,27921,2
W,12530,90,hiphop,M,146132,vali,64280,2
W,10112,50,ivy,M,053366,vali,29960,2
W,33876,60,popart,W,155606,vali,64662,1
W,16485,00,metrosexual,M,096002,vali,60731,1
W,06590,90,hiphop,M,229647,vali,67763,2
W,12067,00,ecology,W,026957,vali,19667,1
W,57473,10,sportivecasual,M,045544,vali,28371,2
W,06090,10,athleisure,W,080234,vali,58282,1
W,19520,50,feminine,W,143298,vali,64163,1
W,12154,80,bold,M,122177,vali,63404,1
W,12518,90,hiphop,M,016843,vali,13142,1
W,13688,90,hiphop,W,012463,vali,7658,1
W,17738,80,bold,M,233692,vali,67975,2
W,24747,60,mods,M,001541,vali,677,1
W,24947,90,hiphop,M,065205,vali,45526,1
W,18622,60,minimal,W,131068,vali,63609,1
T,02333,50,classic,W,192046,vali,66164,2
W,08754,70,military,W,151012,vali,64503,2
W,01559,10,sportivecasual,M,116968,vali,63095,2
W,13859,10,athleisure,W,138531,vali,63938,1
W,11912,50,feminine,W,134709,vali,63740,1
W,14512,60,minimal,W,054343,vali,30250,2
W,00496,60,mods,M,147912,vali,64346,1
W,01056,00,cityglam,W,123333,vali,63430,2
W,17787,50,ivy,M,143690,vali,64190,1
W,27854,50,ivy,M,107091,vali,62155,2
W,15217,00,metrosexual,M,108241,vali,62251,1
W,17796,00,metrosexual,M,068553,vali,49897,1
W,25761,90,hiphop,M,172042,vali,65073,1
W,15740,70,hippie,M,146163,vali,64280,1
W,14417,10,sportivecasual,W,097848,vali,61029,2
W,06533,60,mods,M,117436,vali,63115,2
W,06739,90,hiphop,M,129512,vali,63571,1
W,32536,70,hippie,M,148760,vali,64397,1
W,09001,10,athleisure,W,112191,vali,62625,2
W,34623,10,sportivecasual,W,171936,vali,65071,1
W,12635,70,hippie,M,147663,vali,64336,2
W,03447,70,military,W,116550,vali,63057,2
W,06453,10,athleisure,W,005374,vali,2081,2
W,34504,80,bodyconscious,W,052435,vali,29706,2
W,33329,50,ivy,M,146703,vali,64295,2
W,15402,70,hippie,M,177049,vali,65257,2
W,10167,60,minimal,W,109430,vali,62361,2
W,00598,19,normcore,W,127609,vali,63526,1
W,15756,70,hippie,M,064878,vali,44817,1
W,13098,70,punk,W,116567,vali,63057,1
W,09285,00,metrosexual,M,075987,vali,54678,2
W,24203,90,hiphop,M,145202,vali,64238,1
W,14417,10,sportivecasual,W,028425,vali,20412,2
W,14572,50,classic,W,048215,vali,28767,1
W,10783,50,ivy,M,137489,vali,63904,1
W,24770,60,mods,M,077786,vali,56852,2
W,41448,10,sportivecasual,W,066555,vali,48227,1
W,17353,50,ivy,M,088652,vali,59819,1
W,33259,70,hippie,M,051613,vali,29425,1
W,18391,50,classic,W,180649,vali,65456,2
W,17004,10,sportivecasual,M,044480,vali,27866,1
W,32445,60,mods,M,153252,vali,64575,2
W,11024,70,hippie,M,118438,vali,63207,1
W,10028,50,classic,W,165169,vali,64914,2
W,19820,50,feminine,W,104279,vali,61784,1
W,41158,10,sportivecasual,W,162421,vali,64842,1
W,16538,90,hiphop,M,009504,vali,4843,1
W,00299,50,feminine,W,219946,vali,67450,1
W,06148,50,ivy,M,095150,vali,60589,1
W,09152,60,mods,M,014612,vali,10596,2
W,17787,50,ivy,M,094846,vali,60549,1
W,05736,90,kitsch,W,086959,vali,59627,1
W,05628,00,cityglam,W,158685,vali,64747,2
W,03144,50,classic,W,099444,vali,61215,2
W,15184,60,mods,M,006576,vali,2486,1
W,10779,50,ivy,M,111522,vali,62571,2
W,08754,70,military,W,134934,vali,63746,2
W,00865,90,hiphop,M,147374,vali,64320,2
W,08886,10,athleisure,W,079745,vali,58251,1
W,19602,19,lounge,W,106762,vali,62113,1
W,05619,00,ecology,W,127757,vali,63529,2
W,19075,50,classic,W,013437,vali,9096,2
W,15294,50,ivy,M,122712,vali,63415,2
W,15503,70,hippie,M,105042,vali,61913,1
W,38785,60,minimal,W,013638,vali,9209,2
W,17867,50,ivy,M,137789,vali,63917,2
W,09752,19,normcore,W,134749,vali,63740,1
W,12092,80,bold,M,189686,vali,65976,1
W,12789,00,metrosexual,M,037222,vali,23831,2
W,12702,10,sportivecasual,M,119294,vali,63285,1
W,31913,90,hiphop,M,196527,vali,66451,1
W,15766,00,metrosexual,M,001322,vali,525,1
W,07279,80,bold,M,121664,vali,63392,2
W,12304,80,bold,M,122219,vali,63405,1
W,03685,10,athleisure,W,127591,vali,63526,2
W,05502,00,ecology,W,124582,vali,63459,2
W,06786,70,hippie,M,124054,vali,63448,1
W,06788,60,mods,M,138343,vali,63934,1
W,05312,80,bodyconscious,W,131045,vali,63609,1
W,12615,50,ivy,M,143248,vali,64156,1
T,05979,10,sportivecasual,W,192631,vali,66217,1
W,10112,50,ivy,M,105851,vali,61992,2
W,04994,60,popart,W,130392,vali,63591,1
W,01236,10,sportivecasual,W,134970,vali,63746,2
W,16516,90,hiphop,M,232457,vali,67885,1
W,32407,60,mods,M,195604,vali,66413,2
W,10167,60,minimal,W,079402,vali,58137,2
W,26211,50,ivy,M,052712,vali,29744,1
W,24696,80,bold,M,150129,vali,64471,2
W,15722,70,hippie,M,123255,vali,63429,1
W,15319,50,ivy,M,095292,vali,60621,2
W,14538,60,space,W,024731,vali,18887,1
W,01389,10,sportivecasual,W,105229,vali,61922,2
W,04840,50,feminine,W,112202,vali,62625,1
W,22239,60,space,W,090909,vali,59985,1
W,19833,50,ivy,M,110070,vali,62424,1
W,16848,19,normcore,M,001040,vali,368,1
W,25086,10,sportivecasual,M,157845,vali,64723,1
W,07753,70,hippie,W,004107,vali,1991,1
W,12410,70,hippie,M,027979,vali,20346,1
W,25020,90,hiphop,M,021090,vali,17441,1
T,01514,50,ivy,M,235401,vali,68309,2
W,34093,60,minimal,W,096146,vali,60743,1
W,18546,50,classic,W,125159,vali,63473,1
W,15508,60,mods,M,027962,vali,20346,2
W,04233,60,mods,M,117970,vali,63159,2
W,06502,80,bodyconscious,W,126471,vali,63501,2
W,17414,70,hippie,M,100077,vali,61279,1
W,19967,50,feminine,W,028152,vali,20359,1
W,18026,60,space,W,135502,vali,63759,1
W,34504,80,bodyconscious,W,195971,vali,66432,1
W,32536,70,hippie,M,145242,vali,64239,1
W,03685,10,athleisure,W,182698,vali,65542,2
W,24543,70,hippie,M,147105,vali,64310,1
W,16121,80,bold,M,137667,vali,63913,1
W,05628,00,cityglam,W,153690,vali,64589,2
W,04349,00,metrosexual,M,060386,vali,35514,1
W,19205,00,oriental,W,132300,vali,63642,2
W,02660,60,mods,M,195687,vali,66415,1
W,16851,10,sportivecasual,M,067632,vali,49320,1
W,14039,00,cityglam,W,094589,vali,60510,1
W,07099,50,ivy,M,109222,vali,62349,1
